"J'ai dèja lu deux articles sur la vie à la campagne.D'une parte, le premier auteur exprime des avantages de ce type du logement, comme moins du bruit, plus positive pour l'ecologie et pour la santé.D'autre parte, le second opinion nous montre qu'il y a des moments négatives liès avec une infrastructure y mal developpée.<br />Maxime, je suis d'accord avec tous les vues au-dessous.En fait, il y a toujours des avantages et des inconvinients en chaque question discutée.<br />Il est bien connu qu'en ville le rythme de vie est plus rapide qu'à la campagne et les gens ont les depressions nerveuses en raison de ce type de la vie plus souvent.Egalèment tout le monde comprennent que l'apprentisage, le medecin, le niveau de salaire ce soient plus quailité et plus developpée en ville.En plus, plus de possibilités de trouver un emploi, qui vous correspond, dans en ville que en banlieu.<br />Quant à mon avis, je prèfère vivre en ville, parce que j'adore le confort, j'ai besoin de toutes les services municipales pour mes enfants et mon conjoint.Neànmoins, parfois nous partons notre appartement pour recharger des batteries à la campagne.",,
"La parité entre les hommes et les femmes du Venezuela<br /><br />Au Venezuela, les hommes et les femmes ont les mêmes droits et obligations.Ces derniers peuvent choisir n'importe quelle profession.Par exemple, elles peuvent excercer les métiers de dirigeantes ou de mairesses.Les hommes, eux aussi, sont libres dans leurs choix.Albert est le tout premier homme sage-femme de 27 ans.Il n'y a donc plus des professions traditionnelles.<br /><br />De mon côté, je soutien cette parité ou égalité entre les hommes et les femmes.Nous devrons tous être libres des tabous et des interdictions.Si la femme souhaite devenir administratrice, elle pourra réaliser sa rêve.Il faut la soutenir dans ses débuts, et éliminer la pression et la peur de la sociétè.Les hommes ont également les droits d'occuper des postes traditionnellement réservées aux femmes.Il faudrait juste que nous soyons plus tolérants envers les envies des autres personnes.Savoir écouter et accepter les choix des autres est important dans ce cas.",,
"Bonjour Nicolas !J'espère que tu n'as rien prévu samedi prochain car Lorde vient faire un concert !Il aura lieu au Japon, donc facil de nous y rendre par métro.Il commencera à 22h, mais je te propose de se retrouver avant pour boire un verre.La terminée est prevue vers minuit, mais <n>on</n> sait bien que ce genre de truc finit toujours plus tard que prévu.Après, comme tu habites plus loin que moi, tu peux rester chez moi si tu veux pas rentrer seul.Ne t'inquiètes pas, je t'invite et c'est donc moi qui paie ton billet, ce n'est que 15 euros.Dis-moi si tu as envie d'aller avec moi, il reste peu de billets!",1,
"L'appartement de mes rêves se situerait un peu à l'ecart de centre ville, mais assez proche pour pourvoir y accèder à pied.Il aurait une grande éspace de vie, une grande cuisine et trois chambres à couchées.J'aimerais bien également qu'il ait une grande balcone pour que l'on puisse en profiter du beau temps en été.Je voudrais aussi avoir des pièces bien éclairées, pour réduire la consommation d'électricité.Il serait également intéressant d'avoir des plafonds hauts, pour donner l'impression d'une plus grande largeur de l'espace.Finalement, il serait idéal que l'apparement soit spacieux, pour que ma famille puisse y vivre comfortablement, c'est-à-dire, au moins 100 mètres carrés.",,
"Bonjour Alibert,<br /><br />Le parc est trés beau et il y'a des activités pour les enfants aussi.Nous ne sommes pas très nombreux mais il y'a quand même assez de monde.J'y trouve aussi des parents avec leurs enfants.Je serais ravie d'être avec toi la prochaine fois quand tu serais libre.<br /><br />Prend soin de toi.<br />Simple.",,
"Salut Accambray, <br />Oui je l'ai vu hier en passant, il est top !Il est très grand avec un petit lac au mileu, un café à l'entrée, des toilettes publiques, et même un terrain de rugby.Il faut qu'on y aie !Demain ?Qu'est-ce que t'en penses ?<br />Alard <br />Alard",,
"Salut !<br /><br />Le magasin est génial, je suis allée hier pour la première fois.Il n'y a pas seulement des vêtements pour nous, des êtres humains, mais aussi pour des animaux de compagnie :on peut y acheter des hauts et même des bas assortis !C'est vraiment marrant.Maintenant j'ai envie d'adopter un chien pour pouvoir profiter pleinement de ce concept !<br /><br />Alphonse",,
"Salut Alfred, le magasin a beaucoup de vÃªtements de tout les couleurs et tailles.C'est un magasin largement pour les hommes, mais il y a aussi une petite selectionne pour les femmes.<br />Alard.",,
"Salut Alain,<br /><br />Oui, en effet.Il-y-en a un.Il s'appelle ""Rive Gauche"".Il est au but de la rue, en bas à gauche.<br /><br />Il faut absoluement que tu viennes l'explorer avec moi.La gamme en mode homme parait à notre gout, selon ce que j'ai vu dans les vitrines, et coup de cOEur:Il-y-a un café!<br /><br />Amicalement,<br /><br />Alphonse",,
"Salut, Adel, je travaille dans un bureau avec six collègues au cinquième étage.Notre patron travaille au sixième.Le bureau donne sur un parc arboré, et des commerces sont à côté et en face.Le Métro se trouve à quatre minutes.De chez moi au bureau je compte vingt-sept minutes - cela me convient!",,
"Bonjour Adhemar<br />L'école est tres grande, même enorme par rapport à son école précédente.Il y a trois grandes arbres dans le cours.Les bâtiments sont hauts et alignés à droite de l'entrée.Nous avons visité les salles de classes et la salle de sport.Les classes étaient grandes, propres et l'équipement étaient en bonne état.",,
"Salut Amandine,<br /><br />Oui c'est vrai.Il y a un nouveau parc proche chez nous.je pense que le taille est 40 m2 donc c'est plus petit que le parc auprès notre vieux bâtiment.Pourtant, Agathe et Achille l'aime parce qu'il y a beaucoup des autres enfants qui jouent avec lui.Visite-nous prochaine week-end pour voir!<br /><br />Alard,<br />Adrienne",,
"Bonjour About .Oui , j'ai vu le nouveau parc et il est vraiment beau.Il est super grand avec beaucoup d'espace pour se proméne.<i>On</i> peut faire du velo, visit en voiturette et meme en caleche .Il ya aussi un aire de jouet pour grand et petit. Il n'y avait pas beaucoup de public donc en a bien profité.Tu va adorée.<br /><br />Abbadie<br />Adelaide",1,1
"Monsieur House, <br /><br />La maison se situe au bord de la mer.<br />Elle a un grand salon et quatre chambres.Deux chambres ont de lit doubles et les deux autres, deux lits simples.<br />Il y a une cuisine equipée avec une table à manger et 6 chaises.<br /><br />N'hésitez pas à me contacter pour plus de reseignements.<br /><br />Cordialement, <br />Anastasie",,
"Chére Andrea,<br /><br />Je suis contente que tu viennes à Zurich.C'est une ville magnifique avec des montagnes et fôrets.Il y a un grand lac entre les montagnes où on peut nager.Tu aimeras passer les jours dans la nature.<br /><br />Aicart, <br />Agnes",,
"Salut Allaire,<br /><br />Oui, Je prepares mes vacances.Pour la deuxieme semaine de avril, je vais rester avec mon copain à Clermont pour une semain.<n>On</n> va visiter les monuments à Clermont, Rennes et Compiegne.Ensuite, je vais sejouner en Lorient jusqu-au fin de avril.J'aime bien Lorient.<n>On</n> va visiter la mer, la ville de Cherbourg et faire à la voile aux îles petites comme l'île Malo et les autres et bien sûr pour manger les crêpes!Finalement je vais aller en Australie avec mon copain pour une exposition de Lego.<n>On</n> va rester pour une semaine et j'espere que je puisse visiter Naples.<br /><br />Qu'est-ce que tu vas faire?<br /><br />À bientôt,<br />Abadie",3,
"Salut Abraham !<br /><br />Merci pour ton message.Aux Nation-Adams, une grande fête qu'<i>on</i> célèbre est le Thanksgiving.Le Thanksgiving célèbre un élèment de l'histoire américaine, qui est quand notre pays était encore très jeune, des américains natives et des colonistes, qui étaient deux groupes avec beaucoup de différences, ont souligné les valeurs qu'ils avaient en commun, et ils ont dîné ensemble.Cette histoire est une mélange des évènements réels et de la fiction, mais le Thanksgiving est une fête très spéciale pour les américains aujourd'hui.Au Thanksgiving, <i>on</i> partage un grand dîner délicieux avec toute la famille, et <i>on</i> apprécie les membres de la famille et tout les bonnes choses qu'<i>on</i> a dans la vie.",,4
"Salut Ben !<br /><br />Quand tu sorts de la gare, tourne à gauche.Vas tout droit.Tu va traverser un pont, dès que tu passe le pont, prends la deuxième rue à droite puis première à gauche.C'est la deuxième maison à gauche.<br /><br />Site",,
"Salut David!Très contente de te voir demain.J'habite à cinq minutes à pied de la gare.Quand tu sors, il faut tourner à gauche et continuer jusqu'à la Poste.Juste après, prend le prochain rue à droite et tu verras ma maison en face, elle est blanche avec une porte rouge.<br />A demain,<br />Alexandre",,
"Salut Pierre!tout d'abord tu dois suivre les consignee de sécurité du vérouillage des portes et du systeme incendit de manière stricte.Ensuite il faudrait t'assurer que ma maison soit propre, donc je te recommende de faire le ménage chaque semaine.Il faut aussi t'assurer que le les plantules situer des deux cotés de la grande portaille soient arrosée tout les trois jours.Tu peux profiter des équipements dans le salon et la cuisine mais fait en sorte que les appareils électroniques soient déconnectés du système énergie a chaque fois que tu quitte la maison.Enfin, n'oublie pas d'activer les alarmes de sécurité car la dernière fois que j'étais en vacance, ma maison a été cambriolée.",,
"Salut Adrien,<br /><br />Quand tu arrives a la gare tu prends la sortie a droite direction centre ville.A 500 mètres tu tournes a gauche sur la rue marchix, mon addresse est 3 rue marchix troisième etage.<br /><br />A bientôt<br />Achille",,
"Bonjour Alphonse, <br />Tu doit prendre le metro Ã Marseille et Loire, ligne 1.Tu descendras au station Station.Quand tu sort du metro, tu verras un MacDo sur l'angle de l'avenue Alexis Aicart.Descendre l'avenue vers les Parc Butte, j'habites numero 36.<br />A demain!Bon voyage.<br />Alexandre",,
"Bonjour Léo!<br /><br />Je suis contente que tu m'as contacté afin de savoir comment tout se passe ici.Quand je suis arrivée à Lyon, tout était fascinant et engagant.La ville est extremement belle et l'architecture m'inspire extremement.Mon quartier est interessant et il y a plein d'activité à faire.L'appartement dans lequel j'habites n'est pas très spacieux, mais je suis heureseuse quand d'y habité.Je balade dans le jardin des plantes presque chaque matin et en regardant le soleil traversant les arbres je me souviens des étés que nous avons passé ensemble.<br /><br />Bien cordialement, <br />Amandine",,
"Salut Adelaide,<br />Pour mon anniversaire je vais organiser un match de tennis avec les amis.Nous allons manger un picnic sur place avant de commencer à jouer.Je voudrais décorer les arbres autour avec des photos de moi à une année.Puis le soir je propose de se promener dans le ville et de boire un vers ensemble.Peut-tu nous joindre?<br />Alexandra",,
"Salut, tu vas bien ?Oui, je compte à venir à l'anniversaire de Andrea samedi.Par contre, j'ai un pot de départ d'abord donc je risque d'arriver un peu plus tard.<br /><br />Ce sera dans un restaurant étoilé, donc j'hésitais entre une robe très classique ou une combinaison en soie.Puis-je t'envoyer une photo de deux options ?J'aimerais bien avoir ton avis !",,
"Salut Aicart,<br />J'éspere que tu vas bien. Je viens d'acheter une nouvelle voiture! Elle est rouge avec quatre portes et elle est très belle. J'ai choisi la marque Mercedes Benz car mon pere m'a dit que c'est la meilleure marque. <br />J'aimerais bien de te la montrer.<br />à bientôt,<br />Alvin",,
"Salut Albane!<br />Bien sûr je vais aller à l'anniversaire de Agathe. Ça sera une fête où tout le monde va bien s'amuser.<br />Je porterai ma robe nouvelle. Elle est rouge avec les diamonds sur la collier. Je porterai mes chaussures noir.<br />Et toi, tu vas t'habiller comment?",,
"Salut Albin<br />J'ai acheté une Toyota Yaris toute nouvelle avec quatre portes. Elle est petite donc elle est trés facile à garé.Elle est rouge avec l'interieur toute noire.Elle a l'acclimatisation, les fenêtre electronique et une radio.Elle roule trés vite et je l'adore!<br />à bientot!<br />Agathe",,
"Bonjour Amandine.Je suis ravi que tu peux venir.Pour le dîner, je vais preparer du poisson.Je viens d'arriver de Tokyo et j'ai acheté des poissons dans le marché de poissons.Nous aurons du bar et aussi du lotte.Avec ça nous aurons du pômmes de tierre et du salad et un bon boutel. About, Can",,
"Salut Andréanne,<br /><br />Je vais préparer un magret de canard avec une salade pour nous demain soir.Pour apéro, j'ai un bouteille de rosé du Département Paris et des crudités avec le houmous.Si tu aimes le dessert, je vais acheter un tarte fraises à la boulangerie.<br /><br />à tout,<br />Adam",,
"Achille est grand, brun, sportif et il a un peu près trente ans.Il travaille très bien et il veut que tous ses confrères fassent parriel, alors, tu peut plaissanter avec lui mais pas trop!Si j'étais toi, je lui montrerais ce que tu a fait a l'université.",,
"Salut Anne!<br /><br />Oui, j'ai rencontré le nouveau voisin.Il s'appelle Ademar-Adnet.<br />Il est avocat. Il est marié avec deux enfants.Il est un beau garçon, grand, souriant, très gentil, sympa, drôle et bavard.<br />Il nous a invité chez eux pour dîner jeudi soir. <br />Je pense que tu va l'aimer.<br />Nous allons bien nous amuser!<br /><br />A jeudi!<br />MARIE",,
"Chère Agnes,<br /><br />Effectivement, mon collègue vaux un petit mot! Il est vraiment pas mal du tout.Il a trente ans environ mais il fait plus jeune (pas comme moi lol).Il est très sportif et porte des vêtements près du corps pour bien accentuer son atout! Si ca ne te suffisait pas, il est super drôle et plein de charme.",,
"Salut About,<br />Oui mon nouveau chef à commencé ce matin.<br />Je pense qu'il a a peu près mon age.Il est american, blond, avec les yeux bleus, il est très grand:en fait, il nous a raconté qu'il joue au basketball depuis tout petit.<br />Il a l'air très sympa.<br />Bon, je te raconterai plus ce soir,<br />A plus,<br />Super",,
"Salut Anastasie !<br /><br />Oui, je l'ai rencontré il y a deux jour.Il est grand, il fait au moins 1m90, et il est assez costeau.Et tu sais quoi ?Il est ancien jouer de rugby !Il a l'aire intelligent et gentil.Je dois avouer que je le trouve beau et interessant et j'espère le revoir bientôt.<br /><br />et toi?comment ça va?",,
"Coucou Adelaide ! Oui, je ai rencontré le nouveau voisin. Il s'appelle Abraham. Il n'est pas beau, mais il a l'air gentil. Il a une grande sourire, et un voix calme. Il est jeune--il a 20 ans, je crois. Il me dit qu'il adore jouer au ping-pong.<br /><br />À demain,<br /><br />Adrienne",,
"Salut Agathe, <br />C'est une trés bonne idée !Je suis disponible et je veux bien vous rejoindre.<br />En fait, il y a un parc prés de chez moi qui s'appelle Parc des Cygnes parce que, evidemment, il y a des cygnes qui y habitent.Je pense qu'il serait marrant pour les enfants, ils aiment tous donner à manger aux oiseux !<br />Après, il y a un terrain de pétanque qui, normalement, n'est pas trop populé.<br />Voilà mon petit espace secret, dis-moi ce que tu en penses !<br />Mary,<br />Adelaide",,
"À:candide@gmail.com<br />De:jean@gmail.com<br />Sujet:Vélo à vendre<br /><br />Alard, <br /> <br /> J'ai un vélo à vendre.Il est quasi-neuf et est en très bonne état.Il est de la marque SportsCheck et est de couleur verte.Il n'a été utilisé qu'une seule fois par mon fils qui n'est malheureusement pas assez grand pour l'appareil.Je le vend donc à $200 seulement et il y a un casque qui vient avec.<br /><br />Si vous êtes interessé et si vous voulez l'essayer, laisser moi savoir et je pourrai mettre un rendez-vous pour ce samedi, le 8 mars, à 19:00 heures chez moi.Je vous enverrai l'addresse.<br /><br />Cordialement, <br />Alard.",,
